Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Siphonaria australis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Siphonaria australis,12.71203202
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Siphonaria australis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Siphonaria australis,24.74873734
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Siphonaria australis,5.954583421
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Siphonaria australis,6.940925459
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Siphonaria australis,9.026895079
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Siphonaria australis,9.075167245
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Siphonaria australis,6.898602743
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Siphonaria australis,43.04128233
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Siphonaria australis,61.41727471
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Siphonaria australis,33.47251035
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Siphonaria australis,45.77801127
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Siphonaria australis,6.539715895
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Siphonaria australis,6.983770678
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Siphonaria australis,42.69323962
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Siphonaria australis,11.03776439
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Siphonaria australis,21.75713173
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Siphonaria australis,14.78916144
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Siphonaria australis,3.269857948
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Siphonaria australis,7.115539936
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Siphonaria australis,9.809573843
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Siphonaria australis,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Siphonaria australis,67.74675748
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Siphonaria australis,27.82059467
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Siphonaria australis,22.627417
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Siphonaria australis,20.08350621
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Siphonaria australis,9.123958467
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Siphonaria australis,10.34790411
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Siphonaria australis,2.900950897
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Siphonaria australis,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Siphonaria australis,44.74347994
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Siphonaria australis,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Siphonaria australis,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Siphonaria australis,17.22899771
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Siphonaria australis,52.79730633
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Siphonaria australis,64.35941961
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Siphonaria australis,34.49301372
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Cellana ornata,3.142696805
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Cellana ornata,3.214121733
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Cellana ornata,5.518882195
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Cellana ornata,2.97729171
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Cellana ornata,3.491885339
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Cellana ornata,2.618914004
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Cellana ornata,3.47046273
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Cellana ornata,3.697290359
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Cellana ornata,3.269857948
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Cellana ornata,3.557769968
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Cellana ornata,7.542472333
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Cellana ornata,3.041319489
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Cellana ornata,3.449301372
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Cellana ornata,2.786627709
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Cellana ornata,3.513574068
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Cellana ornata,3.771236166
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Cellana ornata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Cellana ornata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Cellana ornata,6.898602743
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Cellana ornata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Haustrum haustorium,2.871499619
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Haustrum haustorium,3.84820017
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Haustrum haustorium,7.443229276
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Haustrum haustorium,6.502131321
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Haustrum haustorium,2.643389836
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Haustrum haustorium,8.119886483
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Haustrum haustorium,12.85648693
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Haustrum haustorium,2.459501848
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Haustrum haustorium,2.759441097
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Haustrum haustorium,17.67766953
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Haustrum haustorium,9.924305701
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Haustrum haustorium,10.47565602
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Haustrum haustorium,5.628710696
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Haustrum haustorium,3.901278793
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Haustrum haustorium,3.178008005
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Haustrum haustorium,14.59833355
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Haustrum haustorium,5.954583421
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Haustrum haustorium,2.961703796
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Haustrum haustorium,16.63780662
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Haustrum haustorium,3.008965026
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Haustrum haustorium,10.47565602
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Haustrum haustorium,3.025055748
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Haustrum haustorium,43.21208107
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Haustrum haustorium,3.449301372
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Haustrum haustorium,3.232488143
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Haustrum haustorium,3.232488143
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Haustrum haustorium,3.347251035
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Haustrum haustorium,3.67328198
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Haustrum haustorium,2.759441097
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Haustrum haustorium,3.697290359
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Haustrum haustorium,9.075167245
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Haustrum haustorium,6.774675748
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Haustrum haustorium,10.34790411
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Haustrum haustorium,2.900950897
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Haustrum haustorium,2.871499619
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Haustrum haustorium,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Haustrum haustorium,6.940925459
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Haustrum haustorium,10.16201362
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Haustrum haustorium,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Haustrum haustorium,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Plaxiphora caelata,3.108161676
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Plaxiphora caelata,9.924305701
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Plaxiphora caelata,5.628710696
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Plaxiphora caelata,3.955842133
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Plaxiphora caelata,23.02208125
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Plaxiphora caelata,15.39280068
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Plaxiphora caelata,2.719641466
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Plaxiphora caelata,11.16484391
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Plaxiphora caelata,6.502131321
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Plaxiphora caelata,2.706628828
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Plaxiphora caelata,3.214121733
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Plaxiphora caelata,3.214121733
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Plaxiphora caelata,6.815487048
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Plaxiphora caelata,2.732779831
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Plaxiphora caelata,5.518882195
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Plaxiphora caelata,8.931875131
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Plaxiphora caelata,17.4594267
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Plaxiphora caelata,3.3081019
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Plaxiphora caelata,11.70383638
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Plaxiphora caelata,6.356016011
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Plaxiphora caelata,10.94875016
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Plaxiphora caelata,2.97729171
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Plaxiphora caelata,6.898602743
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Plaxiphora caelata,15.37188655
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Plaxiphora caelata,3.67328198
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Plaxiphora caelata,3.269857948
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Plaxiphora caelata,2.759441097
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Plaxiphora caelata,3.025055748
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Plaxiphora caelata,10.16201362
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Plaxiphora caelata,3.091177186
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Plaxiphora caelata,6.69450207
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Plaxiphora caelata,3.195962853
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Plaxiphora caelata,6.216323351
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Plaxiphora caelata,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Plaxiphora caelata,3.697290359
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Plaxiphora caelata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Plaxiphora caelata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Plaxiphora caelata,3.449301372
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Plaxiphora caelata,2.961703796
